ocel_event_id;ocel_object_id;ocel_qualifier
15648_leave_Terminal North_fl1;fl1;moved_object
15648_leave_Terminal North_fl1;loc_Terminal_North;location
15649_leave_Terminal North_cr65;cr65;moved_object
15649_leave_Terminal North_cr65;loc_Terminal_North;location
15650_enter_Storage_fl1;fl1;moved_object
15650_enter_Storage_fl1;loc_Storage;location
15651_enter_Storage_cr65;cr65;moved_object
15651_enter_Storage_cr65;loc_Storage;location
place_stock_cr65_complete;cr65;CR stored
place_stock_cr65_complete;fl1;FL moved
drive_term_cr58_start;cr58;CR moved
drive_term_cr58_start;tr6;TR moved
15652_leave_Supplier Loading Area_tr6;tr6;moved_object
15652_leave_Supplier Loading Area_tr6;loc_Supplier_Loading_Area;location
15653_leave_Supplier Loading Area_cr58;cr58;moved_object
15653_leave_Supplier Loading Area_cr58;loc_Supplier_Loading_Area;location
drive_term_cr63_start;cr63;CR moved
drive_term_cr63_start;tr2;TR moved
15654_leave_Supplier Loading Area_tr2;tr2;moved_object
15654_leave_Supplier Loading Area_tr2;loc_Supplier_Loading_Area;location
15655_leave_Supplier Loading Area_cr63;cr63;moved_object
15655_leave_Supplier Loading Area_cr63;loc_Supplier_Loading_Area;location
collect_hu339_complete;hu339;HU collected
create_td24;co26;TD created for CO
create_td24;td24;created TD
arr_notice_cr75;tr1;TR arrival notice
arr_notice_cr75;cr75;CR arrival notice
collect_hu335_complete;hu335;HU collected
15656_enter_Terminal North_tr1;tr1;moved_object
15656_enter_Terminal North_tr1;loc_Terminal_North;location
15657_enter_Terminal North_cr75;cr75;moved_object
15657_enter_Terminal North_cr75;loc_Terminal_North;location
drive_term_cr75_complete;cr75;CR moved
drive_term_cr75_complete;tr1;TR moved
unload_truck_cr75_assign;cr75;CR unload allocated
unload_truck_cr75_assign;tr1;TR unload allocated
unload_truck_cr75_assign;fl2;candidate_object
unload_truck_cr75_assign;fl3;candidate_object
unload_truck_cr75_assign;fl1;candidate_object
unload_truck_cr75_assign;fl1;assigned_object
unload_truck_cr75_assign;loc_Terminal_North;location
15658_leave_Storage_fl1;fl1;moved_object
15658_leave_Storage_fl1;loc_Storage;location
15659_enter_Terminal North_fl1;fl1;moved_object
15659_enter_Terminal North_fl1;loc_Terminal_North;location
unload_truck_cr75_start;cr75;CR unloaded
unload_truck_cr75_start;tr1;TR unloaded
unload_truck_cr75_start;fl1;FL unloading
unload_truck_cr75_complete;cr75;CR unloaded
unload_truck_cr75_complete;tr1;TR unloaded
unload_truck_cr75_complete;fl1;FL unloading
15660_leave_Terminal North_tr1;tr1;moved_object
15660_leave_Terminal North_tr1;loc_Terminal_North;location
weigh_cr75_start;cr75;CR weighted
weigh_cr75_start;fl1;FL weighing
15661_enter_Truck Depot_tr1;tr1;moved_object
15661_enter_Truck Depot_tr1;loc_Truck_Depot;location
pick_cr60_start;cr60;CR picked
pick_cr60_start;tr1;TR moved
15662_leave_Truck Depot_tr1;tr1;moved_object
15662_leave_Truck Depot_tr1;loc_Truck_Depot;location
15663_enter_Supplier_tr5;tr5;moved_object
15663_enter_Supplier_tr5;loc_Supplier;location
15664_leave_Supplier_tr5;tr5;moved_object
15664_leave_Supplier_tr5;loc_Supplier;location
pick_cr40_complete;cr40;CR picked
pick_cr40_complete;tr5;TR moved
arr_notice_cr63;tr2;TR arrival notice
arr_notice_cr63;cr63;CR arrival notice
15665_enter_Terminal South_tr2;tr2;moved_object
15665_enter_Terminal South_tr2;loc_Terminal_South;location
15666_enter_Terminal South_cr63;cr63;moved_object
15666_enter_Terminal South_cr63;loc_Terminal_South;location
drive_term_cr63_complete;cr63;CR moved
drive_term_cr63_complete;tr2;TR moved
unload_truck_cr63_assign;cr63;CR unload allocated
unload_truck_cr63_assign;tr2;TR unload allocated
unload_truck_cr63_assign;fl3;candidate_object
unload_truck_cr63_assign;fl2;candidate_object
unload_truck_cr63_assign;fl3;assigned_object
unload_truck_cr63_assign;loc_Terminal_South;location
15667_leave_Loading Bay_fl3;fl3;moved_object
15667_leave_Loading Bay_fl3;loc_Loading_Bay;location
15668_enter_Terminal South_fl3;fl3;moved_object
15668_enter_Terminal South_fl3;loc_Terminal_South;location
unload_truck_cr63_start;cr63;CR unloaded
unload_truck_cr63_start;tr2;TR unloaded
unload_truck_cr63_start;fl3;FL unloading
unload_truck_cr63_complete;cr63;CR unloaded
unload_truck_cr63_complete;tr2;TR unloaded
unload_truck_cr63_complete;fl3;FL unloading
15669_leave_Terminal South_tr2;tr2;moved_object
15669_leave_Terminal South_tr2;loc_Terminal_South;location
weigh_cr63_start;cr63;CR weighted
weigh_cr63_start;fl3;FL weighing
15670_enter_Truck Depot_tr2;tr2;moved_object
15670_enter_Truck Depot_tr2;loc_Truck_Depot;location
pick_cr76_start;cr76;CR picked
pick_cr76_start;tr2;TR moved
15671_leave_Truck Depot_tr2;tr2;moved_object
15671_leave_Truck Depot_tr2;loc_Truck_Depot;location
collect_hu340_complete;hu340;HU collected
15672_enter_Supplier_tr1;tr1;moved_object
15672_enter_Supplier_tr1;loc_Supplier;location
15673_leave_Supplier_tr1;tr1;moved_object
15673_leave_Supplier_tr1;loc_Supplier;location
weigh_cr63_complete;cr63;CR weighted
weigh_cr63_complete;fl3;FL weighing
to_bay_cr63_start;cr63;CR brought to bay
to_bay_cr63_start;fl3;FL moved
pick_cr60_complete;cr60;CR picked
pick_cr60_complete;tr1;TR moved
weigh_cr75_complete;cr75;CR weighted
weigh_cr75_complete;fl1;FL weighing
15674_leave_Terminal North_fl1;fl1;moved_object
15674_leave_Terminal North_fl1;loc_Terminal_North;location
15675_leave_Terminal North_cr75;cr75;moved_object
15675_leave_Terminal North_cr75;loc_Terminal_North;location
15676_enter_Storage_fl1;fl1;moved_object
15676_enter_Storage_fl1;loc_Storage;location
15677_enter_Storage_cr75;cr75;moved_object
15677_enter_Storage_cr75;loc_Storage;location
place_stock_cr75_complete;cr75;CR stored
place_stock_cr75_complete;fl1;FL moved
reg_co29;co29;registered CO
15678_enter_Supplier_tr2;tr2;moved_object
15678_enter_Supplier_tr2;loc_Supplier;location
pick_cr76_complete;cr76;CR picked
pick_cr76_complete;tr2;TR moved
15679_leave_Supplier_tr2;tr2;moved_object
15679_leave_Supplier_tr2;loc_Supplier;location
15680_leave_Terminal South_fl3;fl3;moved_object
15680_leave_Terminal South_fl3;loc_Terminal_South;location
15681_leave_Terminal South_cr63;cr63;moved_object
15681_leave_Terminal South_cr63;loc_Terminal_South;location
15682_enter_Loading Bay_fl3;fl3;moved_object
15682_enter_Loading Bay_fl3;loc_Loading_Bay;location
15683_enter_Loading Bay_cr63;cr63;moved_object
15683_enter_Loading Bay_cr63;loc_Loading_Bay;location
to_bay_cr63_complete;cr63;CR brought to bay
to_bay_cr63_complete;fl3;FL moved
load_veh_cr63_vh7_start;cr63;CR loaded
load_veh_cr63_vh7_start;fl3;FL moved
load_veh_cr63_vh7_start;vh7;VH loaded
collect_hu343_complete;hu343;HU collected
load_veh_cr63_vh7_complete;cr63;CR loaded
load_veh_cr63_vh7_complete;fl3;FL moved
load_veh_cr63_vh7_complete;vh7;VH laded
book_vehs_td24;td24;VHs booked for TD
book_vehs_td24;vh6;booked VHs
book_vehs_td24;vh12;booked VHs
collect_hu336_complete;hu336;HU collected
collect_hu344_complete;hu344;HU collected
collect_hu342_complete;hu342;HU collected
arr_notice_cr67;tr3;TR arrival notice
arr_notice_cr67;cr67;CR arrival notice
15684_enter_Supplier Loading Area_tr5;tr5;moved_object
15684_enter_Supplier Loading Area_tr5;loc_Supplier_Loading_Area;location
15685_enter_Supplier Loading Area_cr40;cr40;moved_object
15685_enter_Supplier Loading Area_cr40;loc_Supplier_Loading_Area;location
load_truck_hu335_complete;hu335;HU loaded
load_truck_hu335_complete;cr40;CR laded
load_truck_hu335_complete;tr5;TR laded
15686_enter_Terminal North_tr3;tr3;moved_object
15686_enter_Terminal North_tr3;loc_Terminal_North;location
15687_enter_Terminal North_cr67;cr67;moved_object
15687_enter_Terminal North_cr67;loc_Terminal_North;location
drive_term_cr67_complete;cr67;CR moved
drive_term_cr67_complete;tr3;TR moved
unload_truck_cr67_assign;cr67;CR unload allocated
unload_truck_cr67_assign;tr3;TR unload allocated
unload_truck_cr67_assign;fl2;candidate_object
unload_truck_cr67_assign;fl1;candidate_object
unload_truck_cr67_assign;fl3;candidate_object
unload_truck_cr67_assign;fl1;assigned_object
unload_truck_cr67_assign;loc_Terminal_North;location
15688_leave_Storage_fl1;fl1;moved_object
15688_leave_Storage_fl1;loc_Storage;location
15689_enter_Terminal North_fl1;fl1;moved_object
15689_enter_Terminal North_fl1;loc_Terminal_North;location
unload_truck_cr67_start;cr67;CR unloaded
unload_truck_cr67_start;tr3;TR unloaded
unload_truck_cr67_start;fl1;FL unloading
unload_truck_cr67_complete;cr67;CR unloaded
unload_truck_cr67_complete;tr3;TR unloaded
unload_truck_cr67_complete;fl1;FL unloading
weigh_cr67_start;cr67;CR weighted
weigh_cr67_start;fl1;FL weighing
15690_leave_Terminal North_tr3;tr3;moved_object
15690_leave_Terminal North_tr3;loc_Terminal_North;location
15691_enter_Truck Depot_tr3;tr3;moved_object
15691_enter_Truck Depot_tr3;loc_Truck_Depot;location
pick_cr62_start;cr62;CR picked
pick_cr62_start;tr3;TR moved
15692_leave_Truck Depot_tr3;tr3;moved_object
15692_leave_Truck Depot_tr3;loc_Truck_Depot;location
collect_hu351_complete;hu351;HU collected
load_truck_hu340_complete;hu340;HU loaded
load_truck_hu340_complete;cr40;CR laded
load_truck_hu340_complete;tr5;TR laded
load_truck_hu336_complete;hu336;HU loaded
load_truck_hu336_complete;cr40;CR laded
load_truck_hu336_complete;tr5;TR laded
load_truck_hu338_complete;hu338;HU loaded
load_truck_hu338_complete;cr40;CR laded
load_truck_hu338_complete;tr5;TR laded
15693_enter_Supplier Loading Area_tr1;tr1;moved_object
15693_enter_Supplier Loading Area_tr1;loc_Supplier_Loading_Area;location
15694_enter_Supplier Loading Area_cr60;cr60;moved_object
15694_enter_Supplier Loading Area_cr60;loc_Supplier_Loading_Area;location
load_truck_hu342_complete;hu342;HU loaded
load_truck_hu342_complete;cr60;CR laded
load_truck_hu342_complete;tr1;TR laded
load_truck_hu339_complete;hu339;HU loaded
load_truck_hu339_complete;cr40;CR laded
load_truck_hu339_complete;tr5;TR laded
collect_hu346_complete;hu346;HU collected
weigh_cr67_complete;cr67;CR weighted
weigh_cr67_complete;fl1;FL weighing
arr_notice_cr58;tr6;TR arrival notice
arr_notice_cr58;cr58;CR arrival notice
15695_enter_Terminal North_tr6;tr6;moved_object
15695_enter_Terminal North_tr6;loc_Terminal_North;location
15696_enter_Terminal North_cr58;cr58;moved_object
15696_enter_Terminal North_cr58;loc_Terminal_North;location
drive_term_cr58_complete;cr58;CR moved
drive_term_cr58_complete;tr6;TR moved
unload_truck_cr58_assign;cr58;CR unload allocated
unload_truck_cr58_assign;tr6;TR unload allocated
unload_truck_cr58_assign;fl2;candidate_object
unload_truck_cr58_assign;fl3;candidate_object
unload_truck_cr58_assign;fl2;assigned_object
unload_truck_cr58_assign;loc_Terminal_North;location
15697_leave_Loading Bay_fl2;fl2;moved_object
15697_leave_Loading Bay_fl2;loc_Loading_Bay;location
15698_enter_Terminal North_fl2;fl2;moved_object
15698_enter_Terminal North_fl2;loc_Terminal_North;location
unload_truck_cr58_start;cr58;CR unloaded
unload_truck_cr58_start;tr6;TR unloaded
unload_truck_cr58_start;fl2;FL unloading
unload_truck_cr58_complete;cr58;CR unloaded
unload_truck_cr58_complete;tr6;TR unloaded
unload_truck_cr58_complete;fl2;FL unloading
15699_leave_Terminal North_tr6;tr6;moved_object
15699_leave_Terminal North_tr6;loc_Terminal_North;location
15700_enter_Truck Depot_tr6;tr6;moved_object
15700_enter_Truck Depot_tr6;loc_Truck_Depot;location
weigh_cr58_start;cr58;CR weighted
weigh_cr58_start;fl2;FL weighing
pick_cr71_start;cr71;CR picked
pick_cr71_start;tr6;TR moved
15701_leave_Truck Depot_tr6;tr6;moved_object
15701_leave_Truck Depot_tr6;loc_Truck_Depot;location
weigh_cr58_complete;cr58;CR weighted
weigh_cr58_complete;fl2;FL weighing
15702_leave_Terminal North_fl2;fl2;moved_object
15702_leave_Terminal North_fl2;loc_Terminal_North;location
15703_leave_Terminal North_cr58;cr58;moved_object
15703_leave_Terminal North_cr58;loc_Terminal_North;location
15704_enter_Storage_fl2;fl2;moved_object
15704_enter_Storage_fl2;loc_Storage;location
15705_enter_Storage_cr58;cr58;moved_object
15705_enter_Storage_cr58;loc_Storage;location
place_stock_cr58_complete;cr58;CR stored
place_stock_cr58_complete;fl2;FL moved
15706_enter_Supplier_tr6;tr6;moved_object
15706_enter_Supplier_tr6;loc_Supplier;location
pick_cr71_complete;cr71;CR picked
pick_cr71_complete;tr6;TR moved
15707_leave_Supplier_tr6;tr6;moved_object
15707_leave_Supplier_tr6;loc_Supplier;location
15708_enter_Supplier Loading Area_tr2;tr2;moved_object
15708_enter_Supplier Loading Area_tr2;loc_Supplier_Loading_Area;location
15709_enter_Supplier Loading Area_cr76;cr76;moved_object
15709_enter_Supplier Loading Area_cr76;loc_Supplier_Loading_Area;location
load_truck_hu344_complete;hu344;HU loaded
load_truck_hu344_complete;cr76;CR laded
load_truck_hu344_complete;tr2;TR laded
15710_enter_Supplier Loading Area_tr6;tr6;moved_object
15710_enter_Supplier Loading Area_tr6;loc_Supplier_Loading_Area;location
15711_enter_Supplier Loading Area_cr71;cr71;moved_object
15711_enter_Supplier Loading Area_cr71;loc_Supplier_Loading_Area;location
load_truck_hu343_complete;hu343;HU loaded
load_truck_hu343_complete;cr60;CR laded
load_truck_hu343_complete;tr1;TR laded
15712_enter_Supplier_tr3;tr3;moved_object
15712_enter_Supplier_tr3;loc_Supplier;location
15713_leave_Supplier_tr3;tr3;moved_object
15713_leave_Supplier_tr3;loc_Supplier;location
pick_cr62_complete;cr62;CR picked
pick_cr62_complete;tr3;TR moved
15714_leave_Terminal North_fl1;fl1;moved_object
15714_leave_Terminal North_fl1;loc_Terminal_North;location
15715_leave_Terminal North_cr67;cr67;moved_object
15715_leave_Terminal North_cr67;loc_Terminal_North;location
15716_enter_Storage_fl1;fl1;moved_object
15716_enter_Storage_fl1;loc_Storage;location
15717_enter_Storage_cr67;cr67;moved_object
15717_enter_Storage_cr67;loc_Storage;location
place_stock_cr67_complete;cr67;CR stored
place_stock_cr67_complete;fl1;FL moved
pick_stock_cr67_assign;cr67;CR pick allocated
pick_stock_cr67_assign;fl3;candidate_object
pick_stock_cr67_assign;fl2;candidate_object
pick_stock_cr67_assign;fl1;candidate_object
pick_stock_cr67_assign;fl2;assigned_object
pick_stock_cr67_assign;loc_Storage;location
15718_leave_Storage_fl2;fl2;moved_object
15718_leave_Storage_fl2;loc_Storage;location
15719_enter_Storage_fl2;fl2;moved_object
15719_enter_Storage_fl2;loc_Storage;location
pick_stock_cr67_complete;cr67;CR picked
pick_stock_cr67_complete;fl2;FL moved
to_bay_cr67_start;cr67;CR brought to bay
to_bay_cr67_start;fl2;FL moved
collect_hu355_complete;hu355;HU collected
load_truck_hu346_complete;hu346;HU loaded
load_truck_hu346_complete;cr76;CR laded
load_truck_hu346_complete;tr2;TR laded
load_truck_hu355_complete;hu355;HU loaded
load_truck_hu355_complete;cr71;CR laded
load_truck_hu355_complete;tr6;TR laded
collect_hu341_complete;hu341;HU collected
collect_hu358_complete;hu358;HU collected
load_truck_hu341_complete;hu341;HU loaded
load_truck_hu341_complete;cr60;CR laded
load_truck_hu341_complete;tr1;TR laded
drive_term_cr60_start;cr60;CR moved
drive_term_cr60_start;tr1;TR moved
15720_leave_Supplier Loading Area_tr1;tr1;moved_object
15720_leave_Supplier Loading Area_tr1;loc_Supplier_Loading_Area;location
15721_leave_Supplier Loading Area_cr60;cr60;moved_object
15721_leave_Supplier Loading Area_cr60;loc_Supplier_Loading_Area;location
collect_hu320_complete;hu320;HU collected
load_truck_hu358_complete;hu358;HU loaded
load_truck_hu358_complete;cr71;CR laded
load_truck_hu358_complete;tr6;TR laded
arr_notice_cr60;tr1;TR arrival notice
arr_notice_cr60;cr60;CR arrival notice
collect_hu354_complete;hu354;HU collected
load_truck_hu320_complete;hu320;HU loaded
load_truck_hu320_complete;cr66;CR laded
load_truck_hu320_complete;tr4;TR laded
15722_enter_Terminal North_tr1;tr1;moved_object
15722_enter_Terminal North_tr1;loc_Terminal_North;location
15723_enter_Terminal North_cr60;cr60;moved_object
15723_enter_Terminal North_cr60;loc_Terminal_North;location
drive_term_cr60_complete;cr60;CR moved
drive_term_cr60_complete;tr1;TR moved
unload_truck_cr60_assign;cr60;CR unload allocated
unload_truck_cr60_assign;tr1;TR unload allocated
unload_truck_cr60_assign;fl3;candidate_object
unload_truck_cr60_assign;fl1;candidate_object
unload_truck_cr60_assign;fl1;assigned_object
unload_truck_cr60_assign;loc_Terminal_North;location
15724_leave_Storage_fl1;fl1;moved_object
15724_leave_Storage_fl1;loc_Storage;location
15725_enter_Terminal North_fl1;fl1;moved_object
15725_enter_Terminal North_fl1;loc_Terminal_North;location
unload_truck_cr60_start;cr60;CR unloaded
unload_truck_cr60_start;tr1;TR unloaded
unload_truck_cr60_start;fl1;FL unloading
unload_truck_cr60_complete;cr60;CR unloaded
unload_truck_cr60_complete;tr1;TR unloaded
unload_truck_cr60_complete;fl1;FL unloading
weigh_cr60_start;cr60;CR weighted
weigh_cr60_start;fl1;FL weighing
15726_leave_Terminal North_tr1;tr1;moved_object
15726_leave_Terminal North_tr1;loc_Terminal_North;location
15727_enter_Truck Depot_tr1;tr1;moved_object
15727_enter_Truck Depot_tr1;loc_Truck_Depot;location
pick_cr70_start;cr70;CR picked
pick_cr70_start;tr1;TR moved
15728_leave_Truck Depot_tr1;tr1;moved_object
15728_leave_Truck Depot_tr1;loc_Truck_Depot;location
weigh_cr60_complete;cr60;CR weighted
weigh_cr60_complete;fl1;FL weighing
drive_term_cr66_start;cr66;CR moved
drive_term_cr66_start;tr4;TR moved
15729_leave_Supplier Loading Area_tr4;tr4;moved_object
15729_leave_Supplier Loading Area_tr4;loc_Supplier_Loading_Area;location
15730_leave_Supplier Loading Area_cr66;cr66;moved_object
15730_leave_Supplier Loading Area_cr66;loc_Supplier_Loading_Area;location
15731_leave_Terminal North_fl1;fl1;moved_object
15731_leave_Terminal North_fl1;loc_Terminal_North;location
15732_leave_Terminal North_cr60;cr60;moved_object
15732_leave_Terminal North_cr60;loc_Terminal_North;location
15733_enter_Storage_fl1;fl1;moved_object
15733_enter_Storage_fl1;loc_Storage;location
15734_enter_Storage_cr60;cr60;moved_object
15734_enter_Storage_cr60;loc_Storage;location
place_stock_cr60_complete;cr60;CR stored
place_stock_cr60_complete;fl1;FL moved
load_truck_hu354_complete;hu354;HU loaded
load_truck_hu354_complete;cr71;CR laded
load_truck_hu354_complete;tr6;TR laded
collect_hu337_complete;hu337;HU collected
collect_hu347_complete;hu347;HU collected
load_truck_hu337_complete;hu337;HU loaded
load_truck_hu337_complete;cr40;CR laded
load_truck_hu337_complete;tr5;TR laded
15735_enter_Supplier_tr1;tr1;moved_object
15735_enter_Supplier_tr1;loc_Supplier;location
pick_cr70_complete;cr70;CR picked
pick_cr70_complete;tr1;TR moved
15736_leave_Supplier_tr1;tr1;moved_object
15736_leave_Supplier_tr1;loc_Supplier;location
drive_term_cr40_start;cr40;CR moved
drive_term_cr40_start;tr5;TR moved
15737_leave_Supplier Loading Area_tr5;tr5;moved_object
15737_leave_Supplier Loading Area_tr5;loc_Supplier_Loading_Area;location
15738_leave_Supplier Loading Area_cr40;cr40;moved_object
15738_leave_Supplier Loading Area_cr40;loc_Supplier_Loading_Area;location
collect_hu350_complete;hu350;HU collected
arr_notice_cr66;tr4;TR arrival notice
arr_notice_cr66;cr66;CR arrival notice
15739_enter_Terminal North_tr4;tr4;moved_object
15739_enter_Terminal North_tr4;loc_Terminal_North;location
15740_enter_Terminal North_cr66;cr66;moved_object
15740_enter_Terminal North_cr66;loc_Terminal_North;location
drive_term_cr66_complete;cr66;CR moved
drive_term_cr66_complete;tr4;TR moved
unload_truck_cr66_assign;cr66;CR unload allocated
unload_truck_cr66_assign;tr4;TR unload allocated
unload_truck_cr66_assign;fl3;candidate_object
unload_truck_cr66_assign;fl1;candidate_object
unload_truck_cr66_assign;fl1;assigned_object
unload_truck_cr66_assign;loc_Terminal_North;location
15741_leave_Storage_fl1;fl1;moved_object
15741_leave_Storage_fl1;loc_Storage;location
15742_enter_Terminal North_fl1;fl1;moved_object
15742_enter_Terminal North_fl1;loc_Terminal_North;location
unload_truck_cr66_start;cr66;CR unloaded
unload_truck_cr66_start;tr4;TR unloaded
unload_truck_cr66_start;fl1;FL unloading
unload_truck_cr66_complete;cr66;CR unloaded
unload_truck_cr66_complete;tr4;TR unloaded
unload_truck_cr66_complete;fl1;FL unloading
weigh_cr66_start;cr66;CR weighted
weigh_cr66_start;fl1;FL weighing
15743_leave_Terminal North_tr4;tr4;moved_object
15743_leave_Terminal North_tr4;loc_Terminal_North;location
15744_enter_Truck Depot_tr4;tr4;moved_object
15744_enter_Truck Depot_tr4;loc_Truck_Depot;location
pick_cr26_start;cr26;CR picked
pick_cr26_start;tr4;TR moved
15745_leave_Truck Depot_tr4;tr4;moved_object
15745_leave_Truck Depot_tr4;loc_Truck_Depot;location
collect_hu360_complete;hu360;HU collected
weigh_cr66_complete;cr66;CR weighted
weigh_cr66_complete;fl1;FL weighing
collect_hu363_complete;hu363;HU collected
15746_leave_Terminal North_fl1;fl1;moved_object
15746_leave_Terminal North_fl1;loc_Terminal_North;location
15747_leave_Terminal North_cr66;cr66;moved_object
15747_leave_Terminal North_cr66;loc_Terminal_North;location
15748_enter_Storage_fl1;fl1;moved_object
15748_enter_Storage_fl1;loc_Storage;location
15749_enter_Storage_cr66;cr66;moved_object
15749_enter_Storage_cr66;loc_Storage;location
place_stock_cr66_complete;cr66;CR stored
place_stock_cr66_complete;fl1;FL moved
arr_notice_cr40;tr5;TR arrival notice
arr_notice_cr40;cr40;CR arrival notice
15750_enter_Terminal North_tr5;tr5;moved_object
15750_enter_Terminal North_tr5;loc_Terminal_North;location
15751_enter_Terminal North_cr40;cr40;moved_object
15751_enter_Terminal North_cr40;loc_Terminal_North;location
drive_term_cr40_complete;cr40;CR moved
drive_term_cr40_complete;tr5;TR moved
unload_truck_cr40_assign;cr40;CR unload allocated
unload_truck_cr40_assign;tr5;TR unload allocated
unload_truck_cr40_assign;fl3;candidate_object
unload_truck_cr40_assign;fl1;candidate_object
unload_truck_cr40_assign;fl1;assigned_object
unload_truck_cr40_assign;loc_Terminal_North;location
15752_leave_Storage_fl1;fl1;moved_object
15752_leave_Storage_fl1;loc_Storage;location
15753_enter_Terminal North_fl1;fl1;moved_object
15753_enter_Terminal North_fl1;loc_Terminal_North;location
unload_truck_cr40_start;cr40;CR unloaded
unload_truck_cr40_start;tr5;TR unloaded
unload_truck_cr40_start;fl1;FL unloading
unload_truck_cr40_complete;cr40;CR unloaded
unload_truck_cr40_complete;tr5;TR unloaded
unload_truck_cr40_complete;fl1;FL unloading
weigh_cr40_start;cr40;CR weighted
weigh_cr40_start;fl1;FL weighing
15754_leave_Terminal North_tr5;tr5;moved_object
15754_leave_Terminal North_tr5;loc_Terminal_North;location
15755_enter_Truck Depot_tr5;tr5;moved_object
15755_enter_Truck Depot_tr5;loc_Truck_Depot;location
pick_cr23_start;cr23;CR picked
pick_cr23_start;tr5;TR moved
15756_leave_Truck Depot_tr5;tr5;moved_object
15756_leave_Truck Depot_tr5;loc_Truck_Depot;location
15757_enter_Supplier_tr4;tr4;moved_object
15757_enter_Supplier_tr4;loc_Supplier;location
15758_leave_Supplier_tr4;tr4;moved_object
15758_leave_Supplier_tr4;loc_Supplier;location
pick_cr26_complete;cr26;CR picked
pick_cr26_complete;tr4;TR moved
collect_hu345_complete;hu345;HU collected
weigh_cr40_complete;cr40;CR weighted
weigh_cr40_complete;fl1;FL weighing
15759_leave_Terminal North_fl1;fl1;moved_object
15759_leave_Terminal North_fl1;loc_Terminal_North;location
15760_leave_Terminal North_cr40;cr40;moved_object
15760_leave_Terminal North_cr40;loc_Terminal_North;location
15761_enter_Storage_fl1;fl1;moved_object
15761_enter_Storage_fl1;loc_Storage;location
15762_enter_Storage_cr40;cr40;moved_object
15762_enter_Storage_cr40;loc_Storage;location
place_stock_cr40_complete;cr40;CR stored
place_stock_cr40_complete;fl1;FL moved
15763_leave_Storage_fl2;fl2;moved_object
15763_leave_Storage_fl2;loc_Storage;location
15764_leave_Storage_cr67;cr67;moved_object
15764_leave_Storage_cr67;loc_Storage;location
15765_enter_Loading Bay_fl2;fl2;moved_object
15765_enter_Loading Bay_fl2;loc_Loading_Bay;location
15766_enter_Loading Bay_cr67;cr67;moved_object
15766_enter_Loading Bay_cr67;loc_Loading_Bay;location
to_bay_cr67_complete;cr67;CR brought to bay
to_bay_cr67_complete;fl2;FL moved
load_veh_cr67_vh5_start;cr67;CR loaded
load_veh_cr67_vh5_start;fl2;FL moved
load_veh_cr67_vh5_start;vh5;VH loaded
15767_enter_Supplier_tr5;tr5;moved_object
15767_enter_Supplier_tr5;loc_Supplier;location
15768_leave_Supplier_tr5;tr5;moved_object
15768_leave_Supplier_tr5;loc_Supplier;location
pick_cr23_complete;cr23;CR picked
pick_cr23_complete;tr5;TR moved
15769_enter_Supplier Loading Area_tr3;tr3;moved_object
15769_enter_Supplier Loading Area_tr3;loc_Supplier_Loading_Area;location
15770_enter_Supplier Loading Area_cr62;cr62;moved_object
15770_enter_Supplier Loading Area_cr62;loc_Supplier_Loading_Area;location
load_truck_hu350_complete;hu350;HU loaded
load_truck_hu350_complete;cr62;CR laded
load_truck_hu350_complete;tr3;TR laded
load_truck_hu347_complete;hu347;HU loaded
load_truck_hu347_complete;cr62;CR laded
load_truck_hu347_complete;tr3;TR laded
order_crs_td23;td23;ordered for TD
order_crs_td23;cr81;CRs ordered
order_crs_td23;cr82;CRs ordered
order_crs_td23;cr83;CRs ordered
order_crs_td23;cr84;CRs ordered
15771_enter_Supplier Loading Area_tr1;tr1;moved_object
15771_enter_Supplier Loading Area_tr1;loc_Supplier_Loading_Area;location
15772_enter_Supplier Loading Area_cr70;cr70;moved_object
15772_enter_Supplier Loading Area_cr70;loc_Supplier_Loading_Area;location
load_truck_hu360_complete;hu360;HU loaded
load_truck_hu360_complete;cr70;CR laded
load_truck_hu360_complete;tr1;TR laded
load_truck_hu351_complete;hu351;HU loaded
load_truck_hu351_complete;cr62;CR laded
load_truck_hu351_complete;tr3;TR laded
order_crs_td24;td24;ordered for TD
order_crs_td24;cr87;CRs ordered
order_crs_td24;cr85;CRs ordered
order_crs_td24;cr86;CRs ordered
collect_hu373_complete;hu373;HU collected
load_truck_hu345_complete;hu345;HU loaded
load_truck_hu345_complete;cr76;CR laded
load_truck_hu345_complete;tr2;TR laded
load_veh_cr67_vh5_complete;cr67;CR loaded
load_veh_cr67_vh5_complete;fl2;FL moved
load_veh_cr67_vh5_complete;vh5;VH laded
collect_hu359_complete;hu359;HU collected
drive_term_cr76_start;cr76;CR moved
drive_term_cr76_start;tr2;TR moved
15773_leave_Supplier Loading Area_tr2;tr2;moved_object
15773_leave_Supplier Loading Area_tr2;loc_Supplier_Loading_Area;location
15774_leave_Supplier Loading Area_cr76;cr76;moved_object
15774_leave_Supplier Loading Area_cr76;loc_Supplier_Loading_Area;location
15775_enter_Supplier Loading Area_tr5;tr5;moved_object
15775_enter_Supplier Loading Area_tr5;loc_Supplier_Loading_Area;location
15776_enter_Supplier Loading Area_cr23;cr23;moved_object
15776_enter_Supplier Loading Area_cr23;loc_Supplier_Loading_Area;location
load_truck_hu373_complete;hu373;HU loaded
load_truck_hu373_complete;cr23;CR laded
