ocel_event_id;ocel_object_id;ocel_qualifier
17736_enter_Supplier_tr1;tr1;moved_object
17736_enter_Supplier_tr1;loc_Supplier;location
17737_leave_Supplier_tr1;tr1;moved_object
17737_leave_Supplier_tr1;loc_Supplier;location
pick_cr173_complete;cr173;CR picked
pick_cr173_complete;tr1;TR moved
collect_hu851_complete;hu851;HU collected
load_truck_hu833_complete;hu833;HU loaded
load_truck_hu833_complete;cr168;CR laded
load_truck_hu833_complete;tr4;TR laded
collect_hu817_complete;hu817;HU collected
load_truck_hu851_complete;hu851;HU loaded
load_truck_hu851_complete;cr152;CR laded
load_truck_hu851_complete;tr2;TR laded
17738_enter_Supplier Loading Area_tr3;tr3;moved_object
17738_enter_Supplier Loading Area_tr3;loc_Supplier_Loading_Area;location
17739_enter_Supplier Loading Area_cr158;cr158;moved_object
17739_enter_Supplier Loading Area_cr158;loc_Supplier_Loading_Area;location
drive_term_cr168_start;cr168;CR moved
drive_term_cr168_start;tr4;TR moved
17740_leave_Supplier Loading Area_tr4;tr4;moved_object
17740_leave_Supplier Loading Area_tr4;loc_Supplier_Loading_Area;location
17741_leave_Supplier Loading Area_cr168;cr168;moved_object
17741_leave_Supplier Loading Area_cr168;loc_Supplier_Loading_Area;location
create_td53;co51;TD created for CO
create_td53;td53;created TD
load_truck_hu817_complete;hu817;HU loaded
load_truck_hu817_complete;cr162;CR laded
load_truck_hu817_complete;tr6;TR laded
collect_hu845_complete;hu845;HU collected
drive_term_cr162_start;cr162;CR moved
drive_term_cr162_start;tr6;TR moved
17742_leave_Supplier Loading Area_tr6;tr6;moved_object
17742_leave_Supplier Loading Area_tr6;loc_Supplier_Loading_Area;location
17743_leave_Supplier Loading Area_cr162;cr162;moved_object
17743_leave_Supplier Loading Area_cr162;loc_Supplier_Loading_Area;location
17744_enter_Supplier Loading Area_tr1;tr1;moved_object
17744_enter_Supplier Loading Area_tr1;loc_Supplier_Loading_Area;location
17745_enter_Supplier Loading Area_cr173;cr173;moved_object
17745_enter_Supplier Loading Area_cr173;loc_Supplier_Loading_Area;location
order_crs_td51;td51;ordered for TD
order_crs_td51;cr182;CRs ordered
order_crs_td51;cr183;CRs ordered
book_vehs_td53;td53;VHs booked for TD
book_vehs_td53;vh13;booked VHs
load_truck_hu845_complete;hu845;HU loaded
load_truck_hu845_complete;cr163;CR laded
load_truck_hu845_complete;tr5;TR laded
collect_hu865_complete;hu865;HU collected
load_truck_hu865_complete;hu865;HU loaded
load_truck_hu865_complete;cr173;CR laded
load_truck_hu865_complete;tr1;TR laded
collect_hu855_complete;hu855;HU collected
arr_notice_cr162;tr6;TR arrival notice
arr_notice_cr162;cr162;CR arrival notice
17746_enter_Terminal South_tr6;tr6;moved_object
17746_enter_Terminal South_tr6;loc_Terminal_South;location
17747_enter_Terminal South_cr162;cr162;moved_object
17747_enter_Terminal South_cr162;loc_Terminal_South;location
drive_term_cr162_complete;cr162;CR moved
drive_term_cr162_complete;tr6;TR moved
unload_truck_cr162_assign;cr162;CR unload allocated
unload_truck_cr162_assign;tr6;TR unload allocated
unload_truck_cr162_assign;fl2;candidate_object
unload_truck_cr162_assign;fl1;candidate_object
unload_truck_cr162_assign;fl3;candidate_object
unload_truck_cr162_assign;fl2;assigned_object
unload_truck_cr162_assign;loc_Terminal_South;location
17748_leave_Loading Bay_fl2;fl2;moved_object
17748_leave_Loading Bay_fl2;loc_Loading_Bay;location
17749_enter_Terminal South_fl2;fl2;moved_object
17749_enter_Terminal South_fl2;loc_Terminal_South;location
unload_truck_cr162_start;cr162;CR unloaded
unload_truck_cr162_start;tr6;TR unloaded
unload_truck_cr162_start;fl2;FL unloading
unload_truck_cr162_complete;cr162;CR unloaded
unload_truck_cr162_complete;tr6;TR unloaded
unload_truck_cr162_complete;fl2;FL unloading
17750_leave_Terminal South_tr6;tr6;moved_object
17750_leave_Terminal South_tr6;loc_Terminal_South;location
17751_enter_Truck Depot_tr6;tr6;moved_object
17751_enter_Truck Depot_tr6;loc_Truck_Depot;location
weigh_cr162_start;cr162;CR weighted
weigh_cr162_start;fl2;FL weighing
pick_cr182_start;cr182;CR picked
pick_cr182_start;tr6;TR moved
17752_leave_Truck Depot_tr6;tr6;moved_object
17752_leave_Truck Depot_tr6;loc_Truck_Depot;location
weigh_cr162_complete;cr162;CR weighted
weigh_cr162_complete;fl2;FL weighing
to_bay_cr162_start;cr162;CR brought to bay
to_bay_cr162_start;fl2;FL moved
17753_leave_Terminal South_fl2;fl2;moved_object
17753_leave_Terminal South_fl2;loc_Terminal_South;location
17754_leave_Terminal South_cr162;cr162;moved_object
17754_leave_Terminal South_cr162;loc_Terminal_South;location
17755_enter_Loading Bay_fl2;fl2;moved_object
17755_enter_Loading Bay_fl2;loc_Loading_Bay;location
17756_enter_Loading Bay_cr162;cr162;moved_object
17756_enter_Loading Bay_cr162;loc_Loading_Bay;location
to_bay_cr162_complete;cr162;CR brought to bay
to_bay_cr162_complete;fl2;FL moved
load_veh_cr162_vh15_start;cr162;CR loaded
load_veh_cr162_vh15_start;fl2;FL moved
load_veh_cr162_vh15_start;vh15;VH loaded
load_veh_cr162_vh15_complete;cr162;CR loaded
load_veh_cr162_vh15_complete;fl2;FL moved
load_veh_cr162_vh15_complete;vh15;VH laded
arr_notice_cr168;tr4;TR arrival notice
arr_notice_cr168;cr168;CR arrival notice
17757_enter_Terminal North_tr4;tr4;moved_object
17757_enter_Terminal North_tr4;loc_Terminal_North;location
17758_enter_Terminal North_cr168;cr168;moved_object
17758_enter_Terminal North_cr168;loc_Terminal_North;location
drive_term_cr168_complete;cr168;CR moved
drive_term_cr168_complete;tr4;TR moved
unload_truck_cr168_assign;cr168;CR unload allocated
unload_truck_cr168_assign;tr4;TR unload allocated
unload_truck_cr168_assign;fl1;candidate_object
unload_truck_cr168_assign;fl3;candidate_object
unload_truck_cr168_assign;fl2;candidate_object
unload_truck_cr168_assign;fl1;assigned_object
unload_truck_cr168_assign;loc_Terminal_North;location
17759_leave_Storage_fl1;fl1;moved_object
17759_leave_Storage_fl1;loc_Storage;location
17760_enter_Terminal North_fl1;fl1;moved_object
17760_enter_Terminal North_fl1;loc_Terminal_North;location
unload_truck_cr168_start;cr168;CR unloaded
unload_truck_cr168_start;tr4;TR unloaded
unload_truck_cr168_start;fl1;FL unloading
unload_truck_cr168_complete;cr168;CR unloaded
unload_truck_cr168_complete;tr4;TR unloaded
unload_truck_cr168_complete;fl1;FL unloading
17761_leave_Terminal North_tr4;tr4;moved_object
17761_leave_Terminal North_tr4;loc_Terminal_North;location
weigh_cr168_start;cr168;CR weighted
weigh_cr168_start;fl1;FL weighing
17762_enter_Truck Depot_tr4;tr4;moved_object
17762_enter_Truck Depot_tr4;loc_Truck_Depot;location
pick_cr171_start;cr171;CR picked
pick_cr171_start;tr4;TR moved
17763_leave_Truck Depot_tr4;tr4;moved_object
17763_leave_Truck Depot_tr4;loc_Truck_Depot;location
weigh_cr168_complete;cr168;CR weighted
weigh_cr168_complete;fl1;FL weighing
17764_enter_Supplier_tr6;tr6;moved_object
17764_enter_Supplier_tr6;loc_Supplier;location
17765_leave_Supplier_tr6;tr6;moved_object
17765_leave_Supplier_tr6;loc_Supplier;location
pick_cr182_complete;cr182;CR picked
pick_cr182_complete;tr6;TR moved
17766_leave_Terminal North_fl1;fl1;moved_object
17766_leave_Terminal North_fl1;loc_Terminal_North;location
17767_leave_Terminal North_cr168;cr168;moved_object
17767_leave_Terminal North_cr168;loc_Terminal_North;location
17768_enter_Storage_fl1;fl1;moved_object
17768_enter_Storage_fl1;loc_Storage;location
17769_enter_Storage_cr168;cr168;moved_object
17769_enter_Storage_cr168;loc_Storage;location
place_stock_cr168_complete;cr168;CR stored
place_stock_cr168_complete;fl1;FL moved
17770_enter_Supplier_tr4;tr4;moved_object
17770_enter_Supplier_tr4;loc_Supplier;location
pick_cr171_complete;cr171;CR picked
pick_cr171_complete;tr4;TR moved
17771_leave_Supplier_tr4;tr4;moved_object
17771_leave_Supplier_tr4;loc_Supplier;location
17772_enter_Supplier Loading Area_tr6;tr6;moved_object
17772_enter_Supplier Loading Area_tr6;loc_Supplier_Loading_Area;location
17773_enter_Supplier Loading Area_cr182;cr182;moved_object
17773_enter_Supplier Loading Area_cr182;loc_Supplier_Loading_Area;location
depart_vh11_complete;vh11;VH departed
depart_vh11_complete;cr121;CR departed
depart_vh11_complete;cr95;CR departed
depart_vh11_complete;cr103;CR departed
depart_vh11_complete;cr106;CR departed
depart_vh11_complete;cr108;CR departed
depart_vh11_complete;cr137;CR departed
depart_vh11_complete;cr124;CR departed
depart_vh11_complete;cr91;CR departed
depart_vh11_complete;cr134;CR departed
depart_vh11_complete;cr112;CR departed
depart_vh11_complete;cr94;CR departed
depart_vh11_complete;cr107;CR departed
depart_vh11_complete;cr104;CR departed
depart_vh11_complete;cr135;CR departed
depart_vh11_complete;cr93;CR departed
depart_vh11_complete;cr122;CR departed
depart_vh11_complete;cr129;CR departed
depart_vh11_complete;cr128;CR departed
depart_vh11_complete;cr136;CR departed
depart_vh11_complete;cr100;CR departed
depart_vh11_complete;cr105;CR departed
depart_vh11_complete;cr92;CR departed
depart_vh11_complete;cr119;CR departed
depart_vh11_complete;cr120;CR departed
depart_vh11_complete;cr130;CR departed
depart_vh11_complete;cr102;CR departed
depart_vh11_complete;cr123;CR departed
depart_vh11_complete;cr101;CR departed
depart_vh11_complete;cr114;CR departed
depart_vh11_complete;cr113;CR departed
depart_vh11_complete;cr111;CR departed
depart_vh11_complete;td36;TD with CR departure
depart_vh11_complete;td31;TD with CR departure
depart_vh11_complete;td34;TD with CR departure
depart_vh11_complete;td38;TD with CR departure
depart_vh11_complete;td29;TD with CR departure
depart_vh11_complete;td28;TD with CR departure
depart_vh11_complete;td26;TD with CR departure
depart_vh11_complete;td33;TD with CR departure
17774_enter_Loading Bay_vh21;vh21;moved_object
17774_enter_Loading Bay_vh21;loc_Loading_Bay;location
17775_leave_Loading Bay_vh11;vh11;moved_object
17775_leave_Loading Bay_vh11;loc_Loading_Bay;location
load_truck_hu855_complete;hu855;HU loaded
load_truck_hu855_complete;cr158;CR laded
load_truck_hu855_complete;tr3;TR laded
collect_hu874_complete;hu874;HU collected
collect_hu862_complete;hu862;HU collected
load_truck_hu862_complete;hu862;HU loaded
load_truck_hu862_complete;cr173;CR laded
load_truck_hu862_complete;tr1;TR laded
collect_hu871_complete;hu871;HU collected
collect_hu873_complete;hu873;HU collected
load_truck_hu871_complete;hu871;HU loaded
load_truck_hu871_complete;cr182;CR laded
load_truck_hu871_complete;tr6;TR laded
order_crs_td53;td53;ordered for TD
order_crs_td53;cr186;CRs ordered
order_crs_td53;cr187;CRs ordered
collect_hu866_complete;hu866;HU collected
collect_hu867_complete;hu867;HU collected
load_truck_hu866_complete;hu866;HU loaded
load_truck_hu866_complete;cr182;CR laded
load_truck_hu866_complete;tr6;TR laded
reg_co58;co58;registered CO
collect_hu859_complete;hu859;HU collected
load_truck_hu867_complete;hu867;HU loaded
load_truck_hu867_complete;cr182;CR laded
load_truck_hu867_complete;tr6;TR laded
17776_enter_Supplier Loading Area_tr4;tr4;moved_object
17776_enter_Supplier Loading Area_tr4;loc_Supplier_Loading_Area;location
17777_enter_Supplier Loading Area_cr171;cr171;moved_object
17777_enter_Supplier Loading Area_cr171;loc_Supplier_Loading_Area;location
load_truck_hu874_complete;hu874;HU loaded
load_truck_hu874_complete;cr171;CR laded
load_truck_hu874_complete;tr4;TR laded
load_truck_hu873_complete;hu873;HU loaded
load_truck_hu873_complete;cr171;CR laded
load_truck_hu873_complete;tr4;TR laded
collect_hu872_complete;hu872;HU collected
load_truck_hu859_complete;hu859;HU loaded
load_truck_hu859_complete;cr158;CR laded
load_truck_hu859_complete;tr3;TR laded
create_td54;co57;TD created for CO
create_td54;td54;created TD
collect_hu846_complete;hu846;HU collected
load_truck_hu872_complete;hu872;HU loaded
load_truck_hu872_complete;cr171;CR laded
load_truck_hu872_complete;tr4;TR laded
load_truck_hu846_complete;hu846;HU loaded
load_truck_hu846_complete;cr163;CR laded
load_truck_hu846_complete;tr5;TR laded
collect_hu861_complete;hu861;HU collected
load_truck_hu861_complete;hu861;HU loaded
load_truck_hu861_complete;cr173;CR laded
load_truck_hu861_complete;tr1;TR laded
collect_hu854_complete;hu854;HU collected
load_truck_hu854_complete;hu854;HU loaded
load_truck_hu854_complete;cr158;CR laded
load_truck_hu854_complete;tr3;TR laded
collect_hu870_complete;hu870;HU collected
load_truck_hu870_complete;hu870;HU loaded
load_truck_hu870_complete;cr182;CR laded
load_truck_hu870_complete;tr6;TR laded
collect_hu864_complete;hu864;HU collected
collect_hu858_complete;hu858;HU collected
load_truck_hu864_complete;hu864;HU loaded
load_truck_hu864_complete;cr173;CR laded
load_truck_hu864_complete;tr1;TR laded
book_vehs_td54;td54;VHs booked for TD
book_vehs_td54;vh18;booked VHs
collect_hu850_complete;hu850;HU collected
load_truck_hu858_complete;hu858;HU loaded
load_truck_hu858_complete;cr158;CR laded
load_truck_hu858_complete;tr3;TR laded
load_truck_hu850_complete;hu850;HU loaded
load_truck_hu850_complete;cr152;CR laded
load_truck_hu850_complete;tr2;TR laded
collect_hu853_complete;hu853;HU collected
collect_hu856_complete;hu856;HU collected
load_truck_hu853_complete;hu853;HU loaded
load_truck_hu853_complete;cr152;CR laded
load_truck_hu853_complete;tr2;TR laded
collect_hu852_complete;hu852;HU collected
load_truck_hu856_complete;hu856;HU loaded
load_truck_hu856_complete;cr158;CR laded
load_truck_hu856_complete;tr3;TR laded
load_truck_hu852_complete;hu852;HU loaded
load_truck_hu852_complete;cr152;CR laded
load_truck_hu852_complete;tr2;TR laded
collect_hu876_complete;hu876;HU collected
load_truck_hu876_complete;hu876;HU loaded
load_truck_hu876_complete;cr171;CR laded
load_truck_hu876_complete;tr4;TR laded
collect_hu842_complete;hu842;HU collected
drive_term_cr152_start;cr152;CR moved
drive_term_cr152_start;tr2;TR moved
17778_leave_Supplier Loading Area_tr2;tr2;moved_object
17778_leave_Supplier Loading Area_tr2;loc_Supplier_Loading_Area;location
17779_leave_Supplier Loading Area_cr152;cr152;moved_object
17779_leave_Supplier Loading Area_cr152;loc_Supplier_Loading_Area;location
load_truck_hu842_complete;hu842;HU loaded
load_truck_hu842_complete;cr163;CR laded
load_truck_hu842_complete;tr5;TR laded
collect_hu875_complete;hu875;HU collected
collect_hu860_complete;hu860;HU collected
load_truck_hu875_complete;hu875;HU loaded
load_truck_hu875_complete;cr171;CR laded
load_truck_hu875_complete;tr4;TR laded
drive_term_cr163_start;cr163;CR moved
drive_term_cr163_start;tr5;TR moved
17780_leave_Supplier Loading Area_tr5;tr5;moved_object
17780_leave_Supplier Loading Area_tr5;loc_Supplier_Loading_Area;location
17781_leave_Supplier Loading Area_cr163;cr163;moved_object
17781_leave_Supplier Loading Area_cr163;loc_Supplier_Loading_Area;location
drive_term_cr171_start;cr171;CR moved
drive_term_cr171_start;tr4;TR moved
17782_leave_Supplier Loading Area_tr4;tr4;moved_object
17782_leave_Supplier Loading Area_tr4;loc_Supplier_Loading_Area;location
17783_leave_Supplier Loading Area_cr171;cr171;moved_object
17783_leave_Supplier Loading Area_cr171;loc_Supplier_Loading_Area;location
load_truck_hu860_complete;hu860;HU loaded
load_truck_hu860_complete;cr173;CR laded
load_truck_hu860_complete;tr1;TR laded
collect_hu857_complete;hu857;HU collected
collect_hu869_complete;hu869;HU collected
load_truck_hu857_complete;hu857;HU loaded
load_truck_hu857_complete;cr158;CR laded
load_truck_hu857_complete;tr3;TR laded
load_truck_hu869_complete;hu869;HU loaded
load_truck_hu869_complete;cr182;CR laded
load_truck_hu869_complete;tr6;TR laded
collect_hu863_complete;hu863;HU collected
collect_hu868_complete;hu868;HU collected
load_truck_hu863_complete;hu863;HU loaded
load_truck_hu863_complete;cr173;CR laded
load_truck_hu863_complete;tr1;TR laded
drive_term_cr158_start;cr158;CR moved
drive_term_cr158_start;tr3;TR moved
17784_leave_Supplier Loading Area_tr3;tr3;moved_object
17784_leave_Supplier Loading Area_tr3;loc_Supplier_Loading_Area;location
17785_leave_Supplier Loading Area_cr158;cr158;moved_object
17785_leave_Supplier Loading Area_cr158;loc_Supplier_Loading_Area;location
load_truck_hu868_complete;hu868;HU loaded
load_truck_hu868_complete;cr182;CR laded
load_truck_hu868_complete;tr6;TR laded
arr_notice_cr171;tr4;TR arrival notice
arr_notice_cr171;cr171;CR arrival notice
17786_enter_Terminal North_tr4;tr4;moved_object
17786_enter_Terminal North_tr4;loc_Terminal_North;location
17787_enter_Terminal North_cr171;cr171;moved_object
17787_enter_Terminal North_cr171;loc_Terminal_North;location
drive_term_cr171_complete;cr171;CR moved
drive_term_cr171_complete;tr4;TR moved
unload_truck_cr171_assign;cr171;CR unload allocated
unload_truck_cr171_assign;tr4;TR unload allocated
unload_truck_cr171_assign;fl3;candidate_object
unload_truck_cr171_assign;fl2;candidate_object
unload_truck_cr171_assign;fl1;candidate_object
unload_truck_cr171_assign;fl3;assigned_object
unload_truck_cr171_assign;loc_Terminal_North;location
17788_leave_Storage_fl3;fl3;moved_object
17788_leave_Storage_fl3;loc_Storage;location
17789_enter_Terminal North_fl3;fl3;moved_object
17789_enter_Terminal North_fl3;loc_Terminal_North;location
unload_truck_cr171_start;cr171;CR unloaded
unload_truck_cr171_start;tr4;TR unloaded
unload_truck_cr171_start;fl3;FL unloading
unload_truck_cr171_complete;cr171;CR unloaded
unload_truck_cr171_complete;tr4;TR unloaded
unload_truck_cr171_complete;fl3;FL unloading
weigh_cr171_start;cr171;CR weighted
weigh_cr171_start;fl3;FL weighing
17790_leave_Terminal North_tr4;tr4;moved_object
17790_leave_Terminal North_tr4;loc_Terminal_North;location
17791_enter_Truck Depot_tr4;tr4;moved_object
17791_enter_Truck Depot_tr4;loc_Truck_Depot;location
pick_cr166_start;cr166;CR picked
pick_cr166_start;tr4;TR moved
collect_hu881_complete;hu881;HU collected
17792_leave_Truck Depot_tr4;tr4;moved_object
17792_leave_Truck Depot_tr4;loc_Truck_Depot;location
drive_term_cr173_start;cr173;CR moved
drive_term_cr173_start;tr1;TR moved
17793_leave_Supplier Loading Area_tr1;tr1;moved_object
17793_leave_Supplier Loading Area_tr1;loc_Supplier_Loading_Area;location
17794_leave_Supplier Loading Area_cr173;cr173;moved_object
17794_leave_Supplier Loading Area_cr173;loc_Supplier_Loading_Area;location
drive_term_cr182_start;cr182;CR moved
drive_term_cr182_start;tr6;TR moved
17795_leave_Supplier Loading Area_tr6;tr6;moved_object
17795_leave_Supplier Loading Area_tr6;loc_Supplier_Loading_Area;location
17796_leave_Supplier Loading Area_cr182;cr182;moved_object
17796_leave_Supplier Loading Area_cr182;loc_Supplier_Loading_Area;location
collect_hu882_complete;hu882;HU collected
weigh_cr171_complete;cr171;CR weighted
weigh_cr171_complete;fl3;FL weighing
17797_leave_Terminal North_fl3;fl3;moved_object
17797_leave_Terminal North_fl3;loc_Terminal_North;location
17798_leave_Terminal North_cr171;cr171;moved_object
17798_leave_Terminal North_cr171;loc_Terminal_North;location
17799_enter_Storage_fl3;fl3;moved_object
17799_enter_Storage_fl3;loc_Storage;location
17800_enter_Storage_cr171;cr171;moved_object
17800_enter_Storage_cr171;loc_Storage;location
place_stock_cr171_complete;cr171;CR stored
place_stock_cr171_complete;fl3;FL moved
collect_hu880_complete;hu880;HU collected
collect_hu878_complete;hu878;HU collected
17801_enter_Supplier_tr4;tr4;moved_object
17801_enter_Supplier_tr4;loc_Supplier;location
pick_cr166_complete;cr166;CR picked
pick_cr166_complete;tr4;TR moved
17802_leave_Supplier_tr4;tr4;moved_object
17802_leave_Supplier_tr4;loc_Supplier;location
arr_notice_cr182;tr6;TR arrival notice
arr_notice_cr182;cr182;CR arrival notice
17803_enter_Terminal North_tr6;tr6;moved_object
17803_enter_Terminal North_tr6;loc_Terminal_North;location
17804_enter_Terminal North_cr182;cr182;moved_object
17804_enter_Terminal North_cr182;loc_Terminal_North;location
drive_term_cr182_complete;cr182;CR moved
drive_term_cr182_complete;tr6;TR moved
unload_truck_cr182_assign;cr182;CR unload allocated
unload_truck_cr182_assign;tr6;TR unload allocated
unload_truck_cr182_assign;fl2;candidate_object
unload_truck_cr182_assign;fl1;candidate_object
unload_truck_cr182_assign;fl3;candidate_object
unload_truck_cr182_assign;fl1;assigned_object
unload_truck_cr182_assign;loc_Terminal_North;location
17805_leave_Storage_fl1;fl1;moved_object
17805_leave_Storage_fl1;loc_Storage;location
17806_enter_Terminal North_fl1;fl1;moved_object
17806_enter_Terminal North_fl1;loc_Terminal_North;location
unload_truck_cr182_start;cr182;CR unloaded
unload_truck_cr182_start;tr6;TR unloaded
unload_truck_cr182_start;fl1;FL unloading
unload_truck_cr182_complete;cr182;CR unloaded
unload_truck_cr182_complete;tr6;TR unloaded
unload_truck_cr182_complete;fl1;FL unloading
weigh_cr182_start;cr182;CR weighted
weigh_cr182_start;fl1;FL weighing
17807_leave_Terminal North_tr6;tr6;moved_object
17807_leave_Terminal North_tr6;loc_Terminal_North;location
17808_enter_Truck Depot_tr6;tr6;moved_object
17808_enter_Truck Depot_tr6;loc_Truck_Depot;location
pick_cr170_start;cr170;CR picked
pick_cr170_start;tr6;TR moved
17809_leave_Truck Depot_tr6;tr6;moved_object
17809_leave_Truck Depot_tr6;loc_Truck_Depot;location
weigh_cr182_complete;cr182;CR weighted
weigh_cr182_complete;fl1;FL weighing
order_crs_td52;td52;ordered for TD
order_crs_td52;cr184;CRs ordered
order_crs_td52;cr185;CRs ordered
arr_notice_cr152;tr2;TR arrival notice
arr_notice_cr152;cr152;CR arrival notice
17810_enter_Terminal North_tr2;tr2;moved_object
17810_enter_Terminal North_tr2;loc_Terminal_North;location
17811_enter_Terminal North_cr152;cr152;moved_object
17811_enter_Terminal North_cr152;loc_Terminal_North;location
drive_term_cr152_complete;cr152;CR moved
drive_term_cr152_complete;tr2;TR moved
unload_truck_cr152_assign;cr152;CR unload allocated
unload_truck_cr152_assign;tr2;TR unload allocated
unload_truck_cr152_assign;fl2;candidate_object
unload_truck_cr152_assign;fl3;candidate_object
unload_truck_cr152_assign;fl3;assigned_object
unload_truck_cr152_assign;loc_Terminal_North;location
17812_leave_Storage_fl3;fl3;moved_object
17812_leave_Storage_fl3;loc_Storage;location
17813_enter_Terminal North_fl3;fl3;moved_object
17813_enter_Terminal North_fl3;loc_Terminal_North;location
unload_truck_cr152_start;cr152;CR unloaded
unload_truck_cr152_start;tr2;TR unloaded
unload_truck_cr152_start;fl3;FL unloading
unload_truck_cr152_complete;cr152;CR unloaded
unload_truck_cr152_complete;tr2;TR unloaded
unload_truck_cr152_complete;fl3;FL unloading
17814_leave_Terminal North_tr2;tr2;moved_object
17814_leave_Terminal North_tr2;loc_Terminal_North;location
17815_enter_Truck Depot_tr2;tr2;moved_object
17815_enter_Truck Depot_tr2;loc_Truck_Depot;location
pick_cr185_start;cr185;CR picked
pick_cr185_start;tr2;TR moved
weigh_cr152_start;cr152;CR weighted
weigh_cr152_start;fl3;FL weighing
17816_leave_Truck Depot_tr2;tr2;moved_object
17816_leave_Truck Depot_tr2;loc_Truck_Depot;location
weigh_cr152_complete;cr152;CR weighted
weigh_cr152_complete;fl3;FL weighing
17817_leave_Terminal North_fl3;fl3;moved_object
17817_leave_Terminal North_fl3;loc_Terminal_North;location
17818_leave_Terminal North_cr152;cr152;moved_object
17818_leave_Terminal North_cr152;loc_Terminal_North;location
17819_enter_Storage_fl3;fl3;moved_object
17819_enter_Storage_fl3;loc_Storage;location
17820_enter_Storage_cr152;cr152;moved_object
17820_enter_Storage_cr152;loc_Storage;location
place_stock_cr152_complete;cr152;CR stored
place_stock_cr152_complete;fl3;FL moved
arr_notice_cr163;tr5;TR arrival notice
arr_notice_cr163;cr163;CR arrival notice
17821_enter_Terminal North_tr5;tr5;moved_object
17821_enter_Terminal North_tr5;loc_Terminal_North;location
17822_enter_Terminal North_cr163;cr163;moved_object
17822_enter_Terminal North_cr163;loc_Terminal_North;location
drive_term_cr163_complete;cr163;CR moved
drive_term_cr163_complete;tr5;TR moved
unload_truck_cr163_assign;cr163;CR unload allocated
unload_truck_cr163_assign;tr5;TR unload allocated
unload_truck_cr163_assign;fl2;candidate_object
unload_truck_cr163_assign;fl3;candidate_object
unload_truck_cr163_assign;fl3;assigned_object
unload_truck_cr163_assign;loc_Terminal_North;location
17823_leave_Storage_fl3;fl3;moved_object
17823_leave_Storage_fl3;loc_Storage;location
17824_enter_Terminal North_fl3;fl3;moved_object
17824_enter_Terminal North_fl3;loc_Terminal_North;location
unload_truck_cr163_start;cr163;CR unloaded
unload_truck_cr163_start;tr5;TR unloaded
unload_truck_cr163_start;fl3;FL unloading
unload_truck_cr163_complete;cr163;CR unloaded
unload_truck_cr163_complete;tr5;TR unloaded
unload_truck_cr163_complete;fl3;FL unloading
weigh_cr163_start;cr163;CR weighted
weigh_cr163_start;fl3;FL weighing
17825_leave_Terminal North_tr5;tr5;moved_object
17825_leave_Terminal North_tr5;loc_Terminal_North;location
17826_enter_Truck Depot_tr5;tr5;moved_object
17826_enter_Truck Depot_tr5;loc_Truck_Depot;location
pick_cr183_start;cr183;CR picked
pick_cr183_start;tr5;TR moved
17827_leave_Truck Depot_tr5;tr5;moved_object
17827_leave_Truck Depot_tr5;loc_Truck_Depot;location
17828_enter_Supplier_tr2;tr2;moved_object
17828_enter_Supplier_tr2;loc_Supplier;location
pick_cr185_complete;cr185;CR picked
pick_cr185_complete;tr2;TR moved
17829_leave_Supplier_tr2;tr2;moved_object
17829_leave_Supplier_tr2;loc_Supplier;location
weigh_cr163_complete;cr163;CR weighted
weigh_cr163_complete;fl3;FL weighing
collect_hu889_complete;hu889;HU collected
collect_hu895_complete;hu895;HU collected
17830_leave_Terminal North_fl3;fl3;moved_object
17830_leave_Terminal North_fl3;loc_Terminal_North;location
17831_leave_Terminal North_cr163;cr163;moved_object
17831_leave_Terminal North_cr163;loc_Terminal_North;location
17832_enter_Storage_fl3;fl3;moved_object
17832_enter_Storage_fl3;loc_Storage;location
17833_enter_Storage_cr163;cr163;moved_object
17833_enter_Storage_cr163;loc_Storage;location
place_stock_cr163_complete;cr163;CR stored
place_stock_cr163_complete;fl3;FL moved
17834_enter_Supplier_tr5;tr5;moved_object
17834_enter_Supplier_tr5;loc_Supplier;location
pick_cr183_complete;cr183;CR picked
pick_cr183_complete;tr5;TR moved
17835_leave_Supplier_tr5;tr5;moved_object
17835_leave_Supplier_tr5;loc_Supplier;location
17836_enter_Supplier_tr6;tr6;moved_object
17836_enter_Supplier_tr6;loc_Supplier;location
17837_leave_Supplier_tr6;tr6;moved_object
17837_leave_Supplier_tr6;loc_Supplier;location
pick_cr170_complete;cr170;CR picked
pick_cr170_complete;tr6;TR moved
17838_leave_Terminal North_fl1;fl1;moved_object
17838_leave_Terminal North_fl1;loc_Terminal_North;location
17839_leave_Terminal North_cr182;cr182;moved_object
17839_leave_Terminal North_cr182;loc_Terminal_North;location
17840_enter_Storage_fl1;fl1;moved_object
17840_enter_Storage_fl1;loc_Storage;location
17841_enter_Storage_cr182;cr182;moved_object
17841_enter_Storage_cr182;loc_Storage;location
place_stock_cr182_complete;cr182;CR stored
place_stock_cr182_complete;fl1;FL moved
arr_notice_cr158;tr3;TR arrival notice
arr_notice_cr158;cr158;CR arrival notice
17842_enter_Terminal South_tr3;tr3;moved_object
17842_enter_Terminal South_tr3;loc_Terminal_South;location
17843_enter_Terminal South_cr158;cr158;moved_object
17843_enter_Terminal South_cr158;loc_Terminal_South;location
drive_term_cr158_complete;cr158;CR moved
drive_term_cr158_complete;tr3;TR moved
unload_truck_cr158_assign;cr158;CR unload allocated
unload_truck_cr158_assign;tr3;TR unload allocated
